User ID,Latitude,Longitude,Degree,ClusteringCoefficient,Gender,TwitterFriendCount,TwitterFollowerCount
129509,40.753728,-73.983688,0,0.0,male,54,55
255238,40.753728,-73.983688,0,0.0,male,181,22
50261,40.741008,-73.982409,0,0.0,male,156,368
90384,40.728277,-73.999281,0,0.0,male,1100,593
68435,40.70566,-74.002876,0,0.0,male,1762,1751
32264,40.72048,-73.99356,0,0.0,female,345,387
118632,40.72048,-73.99356,0,0.0,male,380,494
23219,40.72048,-73.99356,0,0.0,male,987,1104
82,40.718836,-73.99539,0,0.0,male,1044,1056
113848,40.722153,-73.986826,0,0.0,male,187,622
28763,40.828277,-73.926553,0,0.0,male,666,194
237342,40.828277,-73.926553,0,0.0,female,212,511
209356,40.828277,-73.926553,0,0.0,male,670,397
83960,40.828277,-73.926553,0,0.0,male,103,18
148209,40.828277,-73.926553,0,0.0,male,225,374
109197,40.828277,-73.926553,0,0.0,male,647,275
121853,40.828277,-73.926553,0,0.0,female,198,219
154569,40.828277,-73.926553,0,0.0,female,415,223
114701,40.828277,-73.926553,0,0.0,male,180,82
264004,40.828277,-73.926553,0,0.0,male,76,62
183959,40.828277,-73.926553,0,0.0,female,239,224
115990,40.828277,-73.926553,0,0.0,male,310,515
257673,40.735282,-73.990403,0,0.0,male,211,177
80032,40.735282,-73.990403,0,0.0,male,48,36
253198,40.735282,-73.990403,0,0.0,female,494,618
72777,34.036465,-118.635649,0,0.0,male,657,426
125569,42.348686,-71.086074,0,0.0,male,426,843
170726,39.950182,-75.162567,0,0.0,male,265,238
231452,39.950182,-75.162567,0,0.0,male,1112,564
245142,42.349575,-71.072175,0,0.0,male,107,112
139137,40.762156,-73.966092,3,0.0,male,1551,2217
63162,39.950978,-75.144895,0,0.0,male,75,132
87062,40.757052,-73.967211,0,0.0,male,1066,26184
87062,40.757052,-73.967211,0,0.0,male,1065,25764
212953,40.809684,-73.950176,0,0.0,male,655,893
154605,40.809684,-73.950176,0,0.0,male,34,19
144012,40.809684,-73.950176,0,0.0,male,371,519
165395,40.729297,-73.991832,0,0.0,male,75,219
77945,40.724361,-73.982977,0,0.0,male,158,98
151407,40.713638,-73.997983,10,0.0,male,66,30
151407,40.713638,-73.997983,10,0.0,male,130,45
80845,40.758819,-73.968657,0,0.0,female,111,163
2095,25.779097,-80.131952,0,0.0,male,398,873
172079,25.794898,-80.128364,0,0.0,female,158,51
168473,40.729465,-73.999941,0,0.0,female,227,327
48754,40.679668,-73.978202,0,0.0,male,289,231
628,40.714374,-73.956041,0,0.0,male,1579,758
37903,40.721236,-73.952448,0,0.0,female,758,472
35467,37.421947,-122.083855,0,0.0,male,589,410
79300,37.421947,-122.083855,0,0.0,male,875,465
10475,37.783689,-122.403048,15,0.1047619047619047,male,863,716
10475,37.783689,-122.403048,15,0.1047619047619047,male,925,761
204230,37.783689,-122.403048,0,0.0,male,112,65
92852,37.76207,-122.434921,0,0.0,male,110,285
256614,37.76207,-122.434921,0,0.0,male,953,993
248130,37.776861,-122.438167,0,0.0,male,367,157
5102,40.729446,-73.99366,0,0.0,male,1061,376
245258,37.785796,-122.400897,17,0.0441176470588235,female,1232,475
3883,37.785796,-122.400897,0,0.0,male,825,1099
210124,40.725015,-73.9991,0,0.0,male,724,583
155341,37.779331,-122.419227,0,0.0,male,165,99
107382,37.809521,-122.410151,0,0.0,male,57,63
152699,37.809521,-122.410151,0,0.0,female,206,267
252663,34.040783,-118.270054,0,0.0,male,1254,346
158077,34.110383,-118.350563,0,0.0,male,325,292
233697,34.110383,-118.350563,0,0.0,male,739,981
199905,34.110383,-118.350563,0,0.0,female,738,873
100712,34.110383,-118.350563,0,0.0,male,841,204
190305,34.105062,-118.292064,0,0.0,male,42,22
69696,34.063263,-118.358974,0,0.0,male,80,101
157534,37.763081,-122.408392,0,0.0,male,459,31023
170974,40.756974,-73.988774,0,0.0,female,130,99
51702,40.756974,-73.988774,0,0.0,male,157,133
17464,40.756974,-73.988774,0,0.0,male,31,39
155852,40.756974,-73.988774,0,0.0,female,152,101
160872,38.891426,-77.084081,0,0.0,male,287,310
1883,47.625827,-122.358592,0,0.0,male,153,58
91433,38.887077,-77.002368,0,0.0,male,281,73
139441,45.512083,-122.625622,0,0.0,male,378,137
226868,38.89046,-77.089029,0,0.0,male,412,1014
87721,47.613595,-122.314444,0,0.0,male,350,100
86227,45.530621,-122.684723,0,0.0,male,222,221
103161,47.613541,-122.344308,0,0.0,male,269,288
151365,30.267537,-97.745404,29,0.1699507389162561,male,589,233
33169,45.522826,-122.684701,0,0.0,male,459,933
33169,45.522826,-122.684701,0,0.0,male,465,815
69116,30.267027,-97.739847,0,0.0,male,844,590
122612,30.267027,-97.739847,0,0.0,male,532,115
119642,38.906209,-77.042068,0,0.0,male,8,4
5927,38.899347,-77.026505,0,0.0,male,1867,1945
232039,47.608116,-122.333588,0,0.0,male,84,91
4840,30.266929,-97.745492,0,0.0,male,210,54
67611,45.564625,-122.62998,2,0.0,male,38,316
167901,30.267259,-97.739503,0,0.0,female,332,183
209099,30.267259,-97.739503,0,0.0,female,319,343
181854,47.613454,-122.33139,0,0.0,female,1180,1239
34755,47.613454,-122.33139,0,0.0,male,176,639
37296,47.613454,-122.33139,0,0.0,male,2001,758
45027,47.613454,-122.33139,0,0.0,male,165,32
256174,47.608173,-122.340187,0,0.0,female,375,154
5349,30.253473,-97.763367,0,0.0,male,770,347
3274,47.616577,-122.330979,0,0.0,male,479,194
3007,45.517906,-122.681831,0,0.0,male,732,837
101523,42.348475,-71.072311,0,0.0,male,505,382
210836,41.949825,-87.658679,0,0.0,male,119,114
48925,41.949847,-87.6588,0,0.0,male,115,13
132449,41.909891,-87.677325,0,0.0,male,692,204
132449,41.909891,-87.677325,0,0.0,male,1017,318
170991,41.913818,-87.662575,0,0.0,male,194,49
181040,39.945386,-75.16276,0,0.0,male,271,1793
252241,42.372504,-71.121572,0,0.0,male,3,4
50411,42.374195,-71.120078,0,0.0,male,14,8
79513,42.347227,-71.095858,0,0.0,male,851,183
127015,42.347227,-71.095858,0,0.0,male,5065,4593
127015,42.347227,-71.095858,0,0.0,male,4963,4497
231665,42.347227,-71.095858,0,0.0,male,217,314
109269,42.382154,-71.119591,0,0.0,male,0,0
28814,41.89124,-87.658631,0,0.0,female,202,1264
64356,41.88557,-87.634292,0,0.0,male,69,226
154611,42.36465,-71.104185,0,0.0,male,61,40
100758,41.939757,-87.663571,0,0.0,male,418,264
91687,41.939757,-87.663571,0,0.0,male,263,250
2104,41.911379,-87.635192,0,0.0,male,1323,1427
222853,41.878232,-87.647363,0,0.0,male,1224,1267
206890,41.968771,-87.66022,0,0.0,male,1015,575
236723,42.347234,-71.098156,0,0.0,female,623,704
260907,42.351721,-71.11955,0,0.0,female,310,295
224281,40.288926,-75.199563,0,0.0,female,1071,179
177443,41.887779,-87.628927,0,0.0,female,155,159
165215,42.353405,-71.059112,0,0.0,male,97,112
129272,39.950294,-75.165394,0,0.0,male,475,665
45359,39.947763,-75.168071,0,0.0,female,1037,387
176756,41.892586,-87.623257,0,0.0,male,104,68
259776,39.963119,-75.17116,0,0.0,female,693,355
97879,47.638268,-122.357222,0,0.0,male,128,160
479,30.251042,-97.749481,0,0.0,male,96,121
2733,40.742188,-73.987924,0,0.0,male,2254,2088
179474,40.742188,-73.987924,0,0.0,male,908,564
88031,47.611751,-122.333727,0,0.0,female,157,817
56124,37.78775,-122.407628,8,0.2857142857142857,female,151,33
1529,37.787166,-122.387486,0,0.0,male,411,207
1529,37.787166,-122.387486,0,0.0,male,316,143
139907,42.344764,-71.096756,0,0.0,male,296,124
191201,37.86641,-122.267208,0,0.0,male,248,166
99625,38.909652,-77.04345,0,0.0,male,67,156
241985,41.943993,-87.649258,0,0.0,male,756,1374
26292,37.783973,-122.433041,0,0.0,male,402,418
221137,37.426877,-122.081179,0,0.0,male,1092,956
263544,37.76265,-122.395966,0,0.0,male,42887,47505
38891,38.889463,-77.035258,0,0.0,female,1982,504
126648,47.613905,-122.319656,0,0.0,male,717,520
142188,47.613905,-122.319656,0,0.0,male,151,71
24119,40.72222,-73.994267,0,0.0,male,566,998
146462,40.75485,-73.988005,2,1.0,male,809,504
156105,40.75485,-73.988005,0,0.0,male,642,851
243992,40.755342,-73.970678,0,0.0,female,1336,1083
2526,40.731875,-73.983964,0,0.0,male,118,248
44473,37.287165,-121.947384,0,0.0,male,561,465
96135,34.073408,-118.240198,0,0.0,male,263,171
121076,34.073408,-118.240198,0,0.0,male,809,802
27266,34.073408,-118.240198,0,0.0,male,121,51
255822,41.83008,-87.634069,0,0.0,male,159,97
234056,41.83008,-87.634069,0,0.0,male,679,166
65993,41.948256,-87.65547,0,0.0,male,684,697
27967,41.948256,-87.65547,0,0.0,male,630,392
108829,41.948256,-87.65547,0,0.0,female,1281,558
72314,41.948256,-87.65547,0,0.0,male,135,242
30032,41.948256,-87.65547,0,0.0,female,280,85
252759,41.948256,-87.65547,0,0.0,female,218,153
60524,41.948256,-87.65547,0,0.0,male,236,815
225031,41.948256,-87.65547,0,0.0,male,963,886
203397,41.948256,-87.65547,0,0.0,male,789,2382
242175,41.948256,-87.65547,0,0.0,male,1154,1221
18323,25.778127,-80.131289,0,0.0,female,848,265
186056,25.778127,-80.131289,0,0.0,male,265,268
8097,32.711074,-117.160198,0,0.0,male,629,685
116899,39.703081,-104.932489,0,0.0,male,249,181
69430,39.753574,-104.998355,0,0.0,female,1756,498
202642,32.822399,-96.83694,0,0.0,male,98,136
30460,32.717644,-117.167148,0,0.0,male,837,601
42695,33.841522,-84.380254,0,0.0,male,98,137
1113,32.785135,-96.773823,0,0.0,female,14,61
117216,25.781677,-80.1324,0,0.0,female,634,233
84007,32.784709,-96.784507,0,0.0,male,88,126
212579,32.810344,-96.811094,0,0.0,male,1180,1842
29641,33.779219,-84.367619,0,0.0,male,287,1094
165854,32.960031,-117.264902,24,0.0434782608695652,male,347,522
48788,33.758796,-84.391463,0,0.0,female,364,335
165044,33.815397,-84.311194,0,0.0,male,827,705
99686,32.871009,-117.234464,0,0.0,male,306,298
30260,32.76945,-117.146573,0,0.0,male,641,750
31264,33.763576,-84.351053,0,0.0,male,244,202
239936,33.763576,-84.351053,4,0.0,female,393,67
25033,33.763576,-84.351053,0,0.0,male,209,119
6779,39.75081,-104.985248,0,0.0,male,3400,3310
253327,33.788622,-84.369469,0,0.0,male,23,36
90734,33.765163,-84.348822,0,0.0,male,620,2554
116188,33.765163,-84.348822,0,0.0,female,65,73
165778,37.760494,-122.410557,0,0.0,male,728,708
221375,32.748644,-117.131209,0,0.0,male,318,207
42134,32.8201,-96.784959,0,0.0,female,294,143
211904,33.847169,-84.362214,7,0.2857142857142857,male,930,998
146016,33.847169,-84.362214,0,0.0,female,157,223
156035,33.847169,-84.362214,0,0.0,male,718,515
188583,33.852718,-84.361827,0,0.0,male,782,847
239155,40.741408,-73.988438,0,0.0,male,267,316
37666,38.898221,-77.071582,0,0.0,male,181,94
24204,42.346683,-71.096992,0,0.0,male,246,201
129728,42.346683,-71.096992,0,0.0,male,492,352
6739,42.346683,-71.096992,0,0.0,male,0,19
3303,42.346683,-71.096992,0,0.0,male,164,504
204184,42.346683,-71.096992,0,0.0,male,122,60
161582,42.346683,-71.096992,0,0.0,male,380,392
45133,42.346683,-71.096992,0,0.0,male,1214,2364
168067,42.346683,-71.096992,0,0.0,male,146,120
8081,42.346683,-71.096992,0,0.0,male,1945,1524
190990,42.346683,-71.096992,0,0.0,male,1659,1673
218850,42.346683,-71.096992,0,0.0,male,284,153
24397,37.432039,-122.20155,0,0.0,female,276,562
227742,32.772806,-117.132196,0,0.0,male,365,332
194046,33.735725,-84.389248,0,0.0,male,831,526
241150,33.735725,-84.389248,0,0.0,male,604,265
203256,33.735725,-84.389248,0,0.0,female,523,1211
166408,40.719929,-74.008532,0,0.0,female,233,121
91774,40.777112,-73.979109,0,0.0,male,617,616
3840,33.134975,-117.192809,0,0.0,male,266,747
93006,40.747062,-74.005194,0,0.0,male,69,57
250428,40.747062,-74.005194,0,0.0,male,114,161
195896,40.743124,-73.989215,0,0.0,female,488,497
234660,41.880617,-87.674117,0,0.0,female,1464,447
103,41.880617,-87.674117,0,0.0,male,699,629
76328,41.880617,-87.674117,0,0.0,male,210,129
1312,37.767411,-122.40661,0,0.0,male,359,586
70055,33.810924,-117.919436,0,0.0,male,651,619
22523,33.810924,-117.919436,0,0.0,male,880,996
406,33.810924,-117.919436,0,0.0,male,1988,2589
58395,33.810924,-117.919436,0,0.0,male,488,318
170047,33.810924,-117.919436,0,0.0,female,181,140
193984,40.755677,-73.980199,0,0.0,male,909,8759
178405,40.729568,-73.998369,0,0.0,male,358,252
201110,41.910376,-87.676177,0,0.0,female,905,407
52889,39.949812,-75.161963,0,0.0,female,832,1305
259351,37.616424,-122.386279,0,0.0,female,576,378
87517,37.616424,-122.386279,0,0.0,male,96,100
58137,37.616424,-122.386279,3,0.3333333333333333,male,229,229
18083,37.616424,-122.386279,0,0.0,male,694,601
2939,37.616424,-122.386279,0,0.0,male,288,263
2939,37.616424,-122.386279,0,0.0,male,283,247
13395,37.616424,-122.386279,6,0.0,male,185,49
162826,37.616424,-122.386279,0,0.0,male,34,66
12779,37.616424,-122.386279,8,0.1428571428571428,female,44,27
57814,37.616424,-122.386279,0,0.0,male,42,87
20469,37.616424,-122.386279,0,0.0,male,3626,3534
76605,37.616424,-122.386279,0,0.0,male,81,103
20763,37.616424,-122.386279,0,0.0,male,158,205
62063,37.616424,-122.386279,0,0.0,male,464,2869
75159,37.616424,-122.386279,0,0.0,male,388,231
3405,37.616424,-122.386279,4,0.1666666666666666,male,633,292
77288,37.616424,-122.386279,0,0.0,female,189,268
178824,37.616424,-122.386279,0,0.0,male,503,530
176672,37.616424,-122.386279,0,0.0,male,108,174
180622,37.616424,-122.386279,0,0.0,male,415,271
170736,37.616424,-122.386279,0,0.0,female,238,217
170736,37.616424,-122.386279,0,0.0,female,240,185
54028,37.616424,-122.386279,0,0.0,male,573,226
176611,37.616424,-122.386279,0,0.0,male,281,295
17081,37.616424,-122.386279,0,0.0,male,87,86
129111,37.616424,-122.386279,0,0.0,male,162,1247
69663,37.616424,-122.386279,0,0.0,female,54,8
24806,37.616424,-122.386279,0,0.0,male,392,1025
50850,37.616424,-122.386279,0,0.0,male,549,74
85356,37.616424,-122.386279,0,0.0,male,397,389
34409,37.616424,-122.386279,0,0.0,male,175,165
210052,37.616424,-122.386279,0,0.0,male,123,191
27,37.616424,-122.386279,0,0.0,female,556,681
233388,37.616424,-122.386279,0,0.0,male,145,99
115040,37.616424,-122.386279,0,0.0,female,422,111
226969,37.616424,-122.386279,0,0.0,male,133,111
149514,37.616424,-122.386279,0,0.0,male,100,130
6078,37.616424,-122.386279,0,0.0,male,835,907
6078,37.616424,-122.386279,0,0.0,male,862,951
105757,37.616424,-122.386279,0,0.0,female,419,823
31322,37.616424,-122.386279,0,0.0,male,542,759
33960,37.616424,-122.386279,0,0.0,male,608,563
264520,37.616424,-122.386279,0,0.0,male,202,160
264520,37.616424,-122.386279,0,0.0,male,203,158
10368,37.616424,-122.386279,0,0.0,male,141,409
121108,37.616424,-122.386279,0,0.0,male,45,93
2650,37.616424,-122.386279,0,0.0,male,95,115
2650,37.616424,-122.386279,0,0.0,male,114,122
3709,37.616424,-122.386279,0,0.0,male,160,184
24123,37.616424,-122.386279,0,0.0,male,199,207
128428,37.616424,-122.386279,0,0.0,male,280,3171
21681,37.616424,-122.386279,0,0.0,male,568,473
193461,37.616424,-122.386279,0,0.0,male,277,140
5396,37.616424,-122.386279,0,0.0,male,248,55
40404,37.616424,-122.386279,0,0.0,male,2159,2018
167480,37.616424,-122.386279,0,0.0,female,289,302
98557,34.101278,-118.323272,0,0.0,male,159,494
1117,41.946193,-87.655953,0,0.0,male,547,337
24100,39.947039,-75.152332,4,0.1666666666666666,male,111,120
201674,40.667349,-73.987735,0,0.0,male,1155,387
4817,40.704436,-74.010124,0,0.0,male,642,557
46744,39.877007,-75.242443,0,0.0,male,1027,325
6138,39.877007,-75.242443,31,0.0193548387096774,male,2001,1524
193746,39.877007,-75.242443,0,0.0,male,1914,1467
235720,39.877007,-75.242443,0,0.0,female,1238,4871
71701,39.877007,-75.242443,0,0.0,female,390,548
90347,34.07267,-118.368871,0,0.0,male,205,91
49575,39.761957,-105.032204,0,0.0,male,295,218
160545,41.89315,-87.635014,0,0.0,female,304,623
49735,39.718228,-104.948927,0,0.0,female,709,914
138973,37.776392,-122.408686,0,0.0,male,91,16453
4309,40.720957,-73.995688,0,0.0,male,237,144
2376,29.71586,-95.414742,2,0.0,male,648,499
12182,44.979318,-93.274248,0,0.0,male,24,18
37931,43.072611,-89.384619,0,0.0,male,336,368
88,29.760675,-95.363612,0,0.0,male,262,147
126564,29.742656,-95.418406,0,0.0,male,671,294
5003,36.12219,-115.170064,0,0.0,male,1820,920
181174,44.987498,-93.254404,0,0.0,male,148,108
4440,36.10873,-115.153692,0,0.0,female,839,270
218126,36.10873,-115.153692,0,0.0,male,296,302
81083,44.93948,-93.247523,0,0.0,male,47,35
222229,44.973276,-93.247761,0,0.0,male,323,361
8894,36.114797,-115.193643,0,0.0,male,2000,840
186403,29.960993,-90.06364,0,0.0,male,96,101
152691,36.095407,-115.175343,0,0.0,male,280,163
100668,36.091852,-115.174828,0,0.0,male,401,1002
182017,44.928868,-93.355232,0,0.0,female,207,121
165326,44.96344,-93.246852,0,0.0,male,128,137
121353,44.859219,-93.302513,0,0.0,male,1989,1735
67776,36.101969,-115.174306,0,0.0,male,82,80
163671,42.339326,-83.056182,0,0.0,male,80,35
54097,36.112498,-115.175714,0,0.0,male,466,593
119673,44.942571,-93.104925,0,0.0,male,77,70
22527,44.955906,-93.167977,0,0.0,male,133,318
205226,29.731941,-95.479755,0,0.0,female,12,9
159896,43.074883,-89.388923,0,0.0,female,229,293
93375,40.742016,-74.005163,0,0.0,female,759,833
113731,33.431538,-112.056023,0,0.0,male,934,933
145953,33.449168,-112.065654,0,0.0,male,7,1
263859,37.762369,-122.397619,0,0.0,male,236,97
104562,39.965724,-75.181224,0,0.0,female,1886,1548
48838,42.476877,-83.150647,0,0.0,male,1431,1195
23482,39.949523,-75.17189,0,0.0,female,79,57
102774,33.779326,-84.410169,0,0.0,female,130,205
147935,40.679371,-73.974035,0,0.0,male,450,373
60503,39.948393,-75.169424,0,0.0,male,14,35
51520,42.355799,-71.071171,0,0.0,female,378,171
182832,38.917057,-77.028812,0,0.0,male,615,219
182832,38.917057,-77.028812,0,0.0,male,615,218
77750,38.917057,-77.028812,0,0.0,male,168,600
158038,38.861002,-77.057444,0,0.0,female,176,52
192881,37.782523,-122.410392,0,0.0,female,144,44
173101,44.940106,-93.135781,0,0.0,male,141,167
216,41.954578,-87.654753,0,0.0,male,118,251
91078,40.712046,-73.951141,0,0.0,male,813,1001
11212,37.756058,-122.419152,0,0.0,male,49,165
36973,34.112018,-118.339319,0,0.0,female,113,84
53700,40.759955,-73.980165,0,0.0,female,92,317
10140,40.759955,-73.980165,0,0.0,male,6,65
18337,45.531635,-122.666817,0,0.0,male,1699,355
73496,34.072195,-118.357537,0,0.0,male,148916,154545
80156,47.620491,-122.34935,0,0.0,female,219,176
167467,47.620491,-122.34935,0,0.0,male,44,46
80861,42.34784,-71.084257,0,0.0,female,839,439
52121,42.34784,-71.084257,0,0.0,male,169,153
67789,42.34784,-71.084257,0,0.0,male,19,22
23032,40.782995,-73.95891,0,0.0,female,346,95
76306,40.782995,-73.95891,0,0.0,male,316,216
162711,45.528181,-122.694761,0,0.0,male,405,306
32961,41.939661,-87.653963,0,0.0,male,2878,2765
64227,47.613179,-122.340006,0,0.0,male,29,13
118171,40.726115,-73.983689,0,0.0,male,285,426
97880,45.523277,-122.676258,0,0.0,female,786,793
116095,45.523277,-122.676258,0,0.0,male,305,84
166197,47.622129,-122.354316,0,0.0,female,228,138
77155,47.622129,-122.354316,0,0.0,male,429,308
82460,47.622129,-122.354316,0,0.0,male,586,585
216647,40.677357,-73.998025,0,0.0,male,146,37
216647,40.677357,-73.998025,0,0.0,male,180,40
164242,38.902664,-77.062908,0,0.0,male,423,448
213225,32.790485,-96.810365,0,0.0,male,200,6172
5088,47.668911,-122.331792,0,0.0,male,1121,596
6756,40.746852,-73.984406,0,0.0,male,130,95
97465,41.918936,-87.648775,0,0.0,male,423,140
215540,42.561363,-83.184013,8,0.1071428571428571,female,511,194
8377,47.607827,-122.33639,0,0.0,male,974,801
184998,40.720297,-73.988286,0,0.0,male,99,14
61007,45.522803,-122.681929,0,0.0,male,353,146
26670,41.889139,-87.629563,0,0.0,male,308,1190
152631,40.764132,-73.986874,14,0.0879120879120879,male,787,1178
5557,40.80822,-73.962154,0,0.0,female,274,45
170084,40.80822,-73.962154,0,0.0,male,420,308
183397,40.723202,-73.989935,0,0.0,female,469,181
156608,34.105419,-118.318379,0,0.0,male,644,294
25797,30.265385,-97.73831,0,0.0,male,1111,1238
22114,30.265385,-97.73831,0,0.0,male,2071,1968
