user_id,latitude,longitude,degree,clustering_coefficient,gender,twitter_friend_count,twitter_follower_count,population_density
115990,40.828277,-73.926553,0,0.0,male,310,515,8311.107
257673,40.735282,-73.990403,0,0.0,male,211,177,11586.367
80032,40.735282,-73.990403,0,0.0,male,48,36,11586.367
253198,40.735282,-73.990403,0,0.0,female,494,618,11586.367
72777,34.036465,-118.635649,0,0.0,male,657,426,960.78906
125569,42.348686,-71.086074,0,0.0,male,426,843,3079.9568
170726,39.950182,-75.162567,0,0.0,male,265,238,2209.0303
231452,39.950182,-75.162567,0,0.0,male,1112,564,2209.0303
245142,42.349575,-71.072175,0,0.0,male,107,112,3079.9568
139137,40.762156,-73.966092,3,0.0,male,1551,2217,8311.107
63162,39.950978,-75.144895,0,0.0,male,75,132,2209.0303
87062,40.757052,-73.967211,0,0.0,male,1065,25764,8311.107
212953,40.809684,-73.950176,0,0.0,male,655,893,8311.107
154605,40.809684,-73.950176,0,0.0,male,34,19,8311.107
144012,40.809684,-73.950176,0,0.0,male,371,519,8311.107
165395,40.729297,-73.991832,0,0.0,male,75,219,11586.367
77945,40.724361,-73.982977,0,0.0,male,158,98,11586.367
151407,40.713638,-73.997983,10,0.0,male,130,45,11586.367
80845,40.758819,-73.968657,0,0.0,female,111,163,8311.107
2095,25.779097,-80.131952,0,0.0,male,398,873,3668.4858
172079,25.794898,-80.128364,0,0.0,female,158,51,3668.4858
168473,40.729465,-73.999941,0,0.0,female,227,327,11586.367
48754,40.679668,-73.978202,0,0.0,male,289,231,11586.367
628,40.714374,-73.956041,0,0.0,male,1579,758,11586.367
37903,40.721236,-73.952448,0,0.0,female,758,472,11586.367
35467,37.421947,-122.083855,0,0.0,male,589,410,1068.0679
79300,37.421947,-122.083855,0,0.0,male,875,465,1068.0679
10475,37.783689,-122.403048,15,0.1047619047619047,male,925,761,3406.0361
204230,37.783689,-122.403048,0,0.0,male,112,65,3406.0361
92852,37.76207,-122.434921,0,0.0,male,110,285,3406.0361
256614,37.76207,-122.434921,0,0.0,male,953,993,3406.0361
248130,37.776861,-122.438167,0,0.0,male,367,157,3406.0361
5102,40.729446,-73.99366,0,0.0,male,1061,376,11586.367
245258,37.785796,-122.400897,17,0.0441176470588235,female,1232,475,3406.0361
3883,37.785796,-122.400897,0,0.0,male,825,1099,3406.0361
210124,40.725015,-73.9991,0,0.0,male,724,583,11586.367
155341,37.779331,-122.419227,0,0.0,male,165,99,3406.0361
107382,37.809521,-122.410151,0,0.0,male,57,63,3406.0361
152699,37.809521,-122.410151,0,0.0,female,206,267,3406.0361
252663,34.040783,-118.270054,0,0.0,male,1254,346,3767.413
158077,34.110383,-118.350563,0,0.0,male,325,292,3767.413
233697,34.110383,-118.350563,0,0.0,male,739,981,3767.413
199905,34.110383,-118.350563,0,0.0,female,738,873,3767.413
100712,34.110383,-118.350563,0,0.0,male,841,204,3767.413
190305,34.105062,-118.292064,0,0.0,male,42,22,3767.413
69696,34.063263,-118.358974,0,0.0,male,80,101,3767.413
157534,37.763081,-122.408392,0,0.0,male,459,31023,3406.0361
170974,40.756974,-73.988774,0,0.0,female,130,99,8311.107
51702,40.756974,-73.988774,0,0.0,male,157,133,8311.107
17464,40.756974,-73.988774,0,0.0,male,31,39,8311.107
155852,40.756974,-73.988774,0,0.0,female,152,101,8311.107
160872,38.891426,-77.084081,0,0.0,male,287,310,2521.1626
1883,47.625827,-122.358592,0,0.0,male,153,58,2843.4202
91433,38.887077,-77.002368,0,0.0,male,281,73,2521.1626
139441,45.512083,-122.625622,0,0.0,male,378,137,1558.5273
226868,38.89046,-77.089029,0,0.0,male,412,1014,2521.1626
87721,47.613595,-122.314444,0,0.0,male,350,100,2843.4202
86227,45.530621,-122.684723,0,0.0,male,222,221,1558.5273
103161,47.613541,-122.344308,0,0.0,male,269,288,2843.4202
151365,30.267537,-97.745404,29,0.1699507389162561,male,589,233,945.9471
33169,45.522826,-122.684701,0,0.0,male,465,815,1558.5273
69116,30.267027,-97.739847,0,0.0,male,844,590,945.9471
122612,30.267027,-97.739847,0,0.0,male,532,115,945.9471
119642,38.906209,-77.042068,0,0.0,male,8,4,2521.1626
5927,38.899347,-77.026505,0,0.0,male,1867,1945,2521.1626
232039,47.608116,-122.333588,0,0.0,male,84,91,2843.4202
4840,30.266929,-97.745492,0,0.0,male,210,54,945.9471
67611,45.564625,-122.62998,2,0.0,male,38,316,1558.5273
167901,30.267259,-97.739503,0,0.0,female,332,183,945.9471
209099,30.267259,-97.739503,0,0.0,female,319,343,945.9471
181854,47.613454,-122.33139,0,0.0,female,1180,1239,2843.4202
34755,47.613454,-122.33139,0,0.0,male,176,639,2843.4202
37296,47.613454,-122.33139,0,0.0,male,2001,758,2843.4202
45027,47.613454,-122.33139,0,0.0,male,165,32,2843.4202
256174,47.608173,-122.340187,0,0.0,female,375,154,2843.4202
5349,30.253473,-97.763367,0,0.0,male,770,347,635.2614
3274,47.616577,-122.330979,0,0.0,male,479,194,2843.4202
3007,45.517906,-122.681831,0,0.0,male,732,837,1558.5273
101523,42.348475,-71.072311,0,0.0,male,505,382,3079.9568
210836,41.949825,-87.658679,0,0.0,male,119,114,5619.094
48925,41.949847,-87.6588,0,0.0,male,115,13,5619.094
132449,41.909891,-87.677325,0,0.0,male,1017,318,5619.094
170991,41.913818,-87.662575,0,0.0,male,194,49,5619.094
181040,39.945386,-75.16276,0,0.0,male,271,1793,2209.0303
252241,42.372504,-71.121572,0,0.0,male,3,4,3079.9568
50411,42.374195,-71.120078,0,0.0,male,14,8,3079.9568
79513,42.347227,-71.095858,0,0.0,male,851,183,3079.9568
127015,42.347227,-71.095858,0,0.0,male,4963,4497,3079.9568
231665,42.347227,-71.095858,0,0.0,male,217,314,3079.9568
109269,42.382154,-71.119591,0,0.0,male,0,0,3079.9568
28814,41.89124,-87.658631,0,0.0,female,202,1264,5619.094
64356,41.88557,-87.634292,0,0.0,male,69,226,5619.094
154611,42.36465,-71.104185,0,0.0,male,61,40,3079.9568
100758,41.939757,-87.663571,0,0.0,male,418,264,5619.094
91687,41.939757,-87.663571,0,0.0,male,263,250,5619.094
2104,41.911379,-87.635192,0,0.0,male,1323,1427,5619.094
222853,41.878232,-87.647363,0,0.0,male,1224,1267,5619.094
206890,41.968771,-87.66022,0,0.0,male,1015,575,5619.094
236723,42.347234,-71.098156,0,0.0,female,623,704,3079.9568
260907,42.351721,-71.11955,0,0.0,female,310,295,3079.9568
224281,40.288926,-75.199563,0,0.0,female,1071,179,222.48703
177443,41.887779,-87.628927,0,0.0,female,155,159,5619.094
165215,42.353405,-71.059112,0,0.0,male,97,112,3079.9568
129272,39.950294,-75.165394,0,0.0,male,475,665,2209.0303
45359,39.947763,-75.168071,0,0.0,female,1037,387,2209.0303
176756,41.892586,-87.623257,0,0.0,male,104,68,5619.094
259776,39.963119,-75.17116,0,0.0,female,693,355,2209.0303
97879,47.638268,-122.357222,0,0.0,male,128,160,2843.4202
479,30.251042,-97.749481,0,0.0,male,96,121,945.9471
2733,40.742188,-73.987924,0,0.0,male,2254,2088,11586.367
179474,40.742188,-73.987924,0,0.0,male,908,564,11586.367
88031,47.611751,-122.333727,0,0.0,female,157,817,2843.4202
56124,37.78775,-122.407628,8,0.2857142857142857,female,151,33,3406.0361
1529,37.787166,-122.387486,0,0.0,male,316,143,3406.0361
139907,42.344764,-71.096756,0,0.0,male,296,124,3079.9568
191201,37.86641,-122.267208,0,0.0,male,248,166,3406.0361
99625,38.909652,-77.04345,0,0.0,male,67,156,2521.1626
241985,41.943993,-87.649258,0,0.0,male,756,1374,5619.094
26292,37.783973,-122.433041,0,0.0,male,402,418,3406.0361
221137,37.426877,-122.081179,0,0.0,male,1092,956,1068.0679
263544,37.76265,-122.395966,0,0.0,male,42887,47505,3406.0361
38891,38.889463,-77.035258,0,0.0,female,1982,504,2521.1626
126648,47.613905,-122.319656,0,0.0,male,717,520,2843.4202
142188,47.613905,-122.319656,0,0.0,male,151,71,2843.4202
24119,40.72222,-73.994267,0,0.0,male,566,998,11586.367
146462,40.75485,-73.988005,2,1.0,male,809,504,8311.107
156105,40.75485,-73.988005,0,0.0,male,642,851,8311.107
243992,40.755342,-73.970678,0,0.0,female,1336,1083,8311.107
2526,40.731875,-73.983964,0,0.0,male,118,248,11586.367
44473,37.287165,-121.947384,0,0.0,male,561,465,1903.3536
96135,34.073408,-118.240198,0,0.0,male,263,171,2421.2273
121076,34.073408,-118.240198,0,0.0,male,809,802,2421.2273
27266,34.073408,-118.240198,0,0.0,male,121,51,2421.2273
255822,41.83008,-87.634069,0,0.0,male,159,97,5619.094
234056,41.83008,-87.634069,0,0.0,male,679,166,5619.094
65993,41.948256,-87.65547,0,0.0,male,684,697,5619.094
27967,41.948256,-87.65547,0,0.0,male,630,392,5619.094
108829,41.948256,-87.65547,0,0.0,female,1281,558,5619.094
72314,41.948256,-87.65547,0,0.0,male,135,242,5619.094
30032,41.948256,-87.65547,0,0.0,female,280,85,5619.094
252759,41.948256,-87.65547,0,0.0,female,218,153,5619.094
60524,41.948256,-87.65547,0,0.0,male,236,815,5619.094
225031,41.948256,-87.65547,0,0.0,male,963,886,5619.094
203397,41.948256,-87.65547,0,0.0,male,789,2382,5619.094
242175,41.948256,-87.65547,0,0.0,male,1154,1221,5619.094
18323,25.778127,-80.131289,0,0.0,female,848,265,3668.4858
186056,25.778127,-80.131289,0,0.0,male,265,268,3668.4858
8097,32.711074,-117.160198,0,0.0,male,629,685,3234.823
116899,39.703081,-104.932489,0,0.0,male,249,181,1846.2424
69430,39.753574,-104.998355,0,0.0,female,1756,498,843.1928
202642,32.822399,-96.83694,0,0.0,male,98,136,1556.5082
30460,32.717644,-117.167148,0,0.0,male,837,601,3234.823
42695,33.841522,-84.380254,0,0.0,male,98,137,1343.7002
1113,32.785135,-96.773823,0,0.0,female,14,61,1556.5082
117216,25.781677,-80.1324,0,0.0,female,634,233,3668.4858
84007,32.784709,-96.784507,0,0.0,male,88,126,1556.5082
212579,32.810344,-96.811094,0,0.0,male,1180,1842,1556.5082
29641,33.779219,-84.367619,0,0.0,male,287,1094,1343.7002
165854,32.960031,-117.264902,24,0.0434782608695652,male,347,522,1710.6929
48788,33.758796,-84.391463,0,0.0,female,364,335,1343.7002
165044,33.815397,-84.311194,0,0.0,male,827,705,1343.7002
99686,32.871009,-117.234464,0,0.0,male,306,298,1431.7966
30260,32.76945,-117.146573,0,0.0,male,641,750,1431.7966
31264,33.763576,-84.351053,0,0.0,male,244,202,1343.7002
239936,33.763576,-84.351053,4,0.0,female,393,67,1343.7002
25033,33.763576,-84.351053,0,0.0,male,209,119,1343.7002
6779,39.75081,-104.985248,0,0.0,male,3400,3310,843.1928
253327,33.788622,-84.369469,0,0.0,male,23,36,1343.7002
90734,33.765163,-84.348822,0,0.0,male,620,2554,1343.7002
116188,33.765163,-84.348822,0,0.0,female,65,73,1343.7002
165778,37.760494,-122.410557,0,0.0,male,728,708,3406.0361
221375,32.748644,-117.131209,0,0.0,male,318,207,3234.823
42134,32.8201,-96.784959,0,0.0,female,294,143,1556.5082
211904,33.847169,-84.362214,7,0.2857142857142857,male,930,998,1343.7002
146016,33.847169,-84.362214,0,0.0,female,157,223,1343.7002
156035,33.847169,-84.362214,0,0.0,male,718,515,1343.7002
188583,33.852718,-84.361827,0,0.0,male,782,847,1343.7002
239155,40.741408,-73.988438,0,0.0,male,267,316,11586.367
37666,38.898221,-77.071582,0,0.0,male,181,94,2521.1626
24204,42.346683,-71.096992,0,0.0,male,246,201,3079.9568
129728,42.346683,-71.096992,0,0.0,male,492,352,3079.9568
6739,42.346683,-71.096992,0,0.0,male,0,19,3079.9568
3303,42.346683,-71.096992,0,0.0,male,164,504,3079.9568
204184,42.346683,-71.096992,0,0.0,male,122,60,3079.9568
161582,42.346683,-71.096992,0,0.0,male,380,392,3079.9568
45133,42.346683,-71.096992,0,0.0,male,1214,2364,3079.9568
168067,42.346683,-71.096992,0,0.0,male,146,120,3079.9568
8081,42.346683,-71.096992,0,0.0,male,1945,1524,3079.9568
190990,42.346683,-71.096992,0,0.0,male,1659,1673,3079.9568
218850,42.346683,-71.096992,0,0.0,male,284,153,3079.9568
24397,37.432039,-122.20155,0,0.0,female,276,562,1068.0679
227742,32.772806,-117.132196,0,0.0,male,365,332,1431.7966
194046,33.735725,-84.389248,0,0.0,male,831,526,935.8111
241150,33.735725,-84.389248,0,0.0,male,604,265,935.8111
203256,33.735725,-84.389248,0,0.0,female,523,1211,935.8111
166408,40.719929,-74.008532,0,0.0,female,233,121,4588.8335
91774,40.777112,-73.979109,0,0.0,male,617,616,8311.107
3840,33.134975,-117.192809,0,0.0,male,266,747,776.3232
93006,40.747062,-74.005194,0,0.0,male,69,57,4588.8335
250428,40.747062,-74.005194,0,0.0,male,114,161,4588.8335
195896,40.743124,-73.989215,0,0.0,female,488,497,11586.367
234660,41.880617,-87.674117,0,0.0,female,1464,447,5619.094
103,41.880617,-87.674117,0,0.0,male,699,629,5619.094
76328,41.880617,-87.674117,0,0.0,male,210,129,5619.094
1312,37.767411,-122.40661,0,0.0,male,359,586,3406.0361
70055,33.810924,-117.919436,0,0.0,male,651,619,2208.135
22523,33.810924,-117.919436,0,0.0,male,880,996,2208.135
406,33.810924,-117.919436,0,0.0,male,1988,2589,2208.135
58395,33.810924,-117.919436,0,0.0,male,488,318,2208.135
170047,33.810924,-117.919436,0,0.0,female,181,140,2208.135
193984,40.755677,-73.980199,0,0.0,male,909,8759,8311.107
178405,40.729568,-73.998369,0,0.0,male,358,252,11586.367
201110,41.910376,-87.676177,0,0.0,female,905,407,5619.094
52889,39.949812,-75.161963,0,0.0,female,832,1305,2209.0303
259351,37.616424,-122.386279,0,0.0,female,576,378,2047.7502
87517,37.616424,-122.386279,0,0.0,male,96,100,2047.7502
58137,37.616424,-122.386279,3,0.3333333333333333,male,229,229,2047.7502
18083,37.616424,-122.386279,0,0.0,male,694,601,2047.7502
2939,37.616424,-122.386279,0,0.0,male,283,247,2047.7502
13395,37.616424,-122.386279,6,0.0,male,185,49,2047.7502
162826,37.616424,-122.386279,0,0.0,male,34,66,2047.7502
12779,37.616424,-122.386279,8,0.1428571428571428,female,44,27,2047.7502
57814,37.616424,-122.386279,0,0.0,male,42,87,2047.7502
20469,37.616424,-122.386279,0,0.0,male,3626,3534,2047.7502
76605,37.616424,-122.386279,0,0.0,male,81,103,2047.7502
20763,37.616424,-122.386279,0,0.0,male,158,205,2047.7502
62063,37.616424,-122.386279,0,0.0,male,464,2869,2047.7502
75159,37.616424,-122.386279,0,0.0,male,388,231,2047.7502
3405,37.616424,-122.386279,4,0.1666666666666666,male,633,292,2047.7502
77288,37.616424,-122.386279,0,0.0,female,189,268,2047.7502
178824,37.616424,-122.386279,0,0.0,male,503,530,2047.7502
176672,37.616424,-122.386279,0,0.0,male,108,174,2047.7502
180622,37.616424,-122.386279,0,0.0,male,415,271,2047.7502
170736,37.616424,-122.386279,0,0.0,female,240,185,2047.7502
54028,37.616424,-122.386279,0,0.0,male,573,226,2047.7502
176611,37.616424,-122.386279,0,0.0,male,281,295,2047.7502
17081,37.616424,-122.386279,0,0.0,male,87,86,2047.7502
129111,37.616424,-122.386279,0,0.0,male,162,1247,2047.7502
69663,37.616424,-122.386279,0,0.0,female,54,8,2047.7502
24806,37.616424,-122.386279,0,0.0,male,392,1025,2047.7502
50850,37.616424,-122.386279,0,0.0,male,549,74,2047.7502
85356,37.616424,-122.386279,0,0.0,male,397,389,2047.7502
34409,37.616424,-122.386279,0,0.0,male,175,165,2047.7502
210052,37.616424,-122.386279,0,0.0,male,123,191,2047.7502
27,37.616424,-122.386279,0,0.0,female,556,681,2047.7502
233388,37.616424,-122.386279,0,0.0,male,145,99,2047.7502
115040,37.616424,-122.386279,0,0.0,female,422,111,2047.7502
226969,37.616424,-122.386279,0,0.0,male,133,111,2047.7502
149514,37.616424,-122.386279,0,0.0,male,100,130,2047.7502
6078,37.616424,-122.386279,0,0.0,male,862,951,2047.7502
105757,37.616424,-122.386279,0,0.0,female,419,823,2047.7502
31322,37.616424,-122.386279,0,0.0,male,542,759,2047.7502
33960,37.616424,-122.386279,0,0.0,male,608,563,2047.7502
264520,37.616424,-122.386279,0,0.0,male,203,158,2047.7502
10368,37.616424,-122.386279,0,0.0,male,141,409,2047.7502
121108,37.616424,-122.386279,0,0.0,male,45,93,2047.7502
2650,37.616424,-122.386279,0,0.0,male,114,122,2047.7502
3709,37.616424,-122.386279,0,0.0,male,160,184,2047.7502
24123,37.616424,-122.386279,0,0.0,male,199,207,2047.7502
128428,37.616424,-122.386279,0,0.0,male,280,3171,2047.7502
21681,37.616424,-122.386279,0,0.0,male,568,473,2047.7502
193461,37.616424,-122.386279,0,0.0,male,277,140,2047.7502
5396,37.616424,-122.386279,0,0.0,male,248,55,2047.7502
40404,37.616424,-122.386279,0,0.0,male,2159,2018,2047.7502
167480,37.616424,-122.386279,0,0.0,female,289,302,2047.7502
98557,34.101278,-118.323272,0,0.0,male,159,494,3767.413
1117,41.946193,-87.655953,0,0.0,male,547,337,5619.094
24100,39.947039,-75.152332,4,0.1666666666666666,male,111,120,2209.0303
201674,40.667349,-73.987735,0,0.0,male,1155,387,11586.367
4817,40.704436,-74.010124,0,0.0,male,642,557,4588.8335
46744,39.877007,-75.242443,0,0.0,male,1027,325,2209.0303
6138,39.877007,-75.242443,31,0.0193548387096774,male,2001,1524,2209.0303
193746,39.877007,-75.242443,0,0.0,male,1914,1467,2209.0303
235720,39.877007,-75.242443,0,0.0,female,1238,4871,2209.0303
71701,39.877007,-75.242443,0,0.0,female,390,548,2209.0303
90347,34.07267,-118.368871,0,0.0,male,205,91,3767.413
49575,39.761957,-105.032204,0,0.0,male,295,218,1002.256
160545,41.89315,-87.635014,0,0.0,female,304,623,5619.094
49735,39.718228,-104.948927,0,0.0,female,709,914,1846.2424
138973,37.776392,-122.408686,0,0.0,male,91,16453,3406.0361
4309,40.720957,-73.995688,0,0.0,male,237,144,11586.367
2376,29.71586,-95.414742,2,0.0,male,648,499,1545.5471
12182,44.979318,-93.274248,0,0.0,male,24,18,1252.6995
37931,43.072611,-89.384619,0,0.0,male,336,368,683.32355
88,29.760675,-95.363612,0,0.0,male,262,147,1509.2952
126564,29.742656,-95.418406,0,0.0,male,671,294,1545.5471
5003,36.12219,-115.170064,0,0.0,male,1820,920,2585.0613
181174,44.987498,-93.254404,0,0.0,male,148,108,1252.6995
4440,36.10873,-115.153692,0,0.0,female,839,270,2585.0613
218126,36.10873,-115.153692,0,0.0,male,296,302,2585.0613
81083,44.93948,-93.247523,0,0.0,male,47,35,1244.0652
